37600200751,,
37600201000,553,559
37600201250,,
37600201280,78,78
37600201300,1125,1138
37600201400,208,208
37600201500,178,178
37600201521,163,167
37600201530,157,157
37600201580,316,316
37600202500,,
37600202510,53,58
37600202520,472,485
37600202590,69,71
37600203006,106,117
37600205503,287,287
37600206100,703,703
37600206150,2855,2855
37600206200,1924,1930
37600206450,372,375
37600206460,91,91
37600207000,1443,1443
37600208800,,
37600210001,607,607
37600210101,154,154
37600211000,710,719
37600212001,360,362
37600212753,,
37600215004,914,921
37600215310,,
37600215400,,
37600215510,68,68
37600216400,1295,1299
37600216420,493,499
37600216430,944,953
37600216502,816,832
37600216650,289,291
37600217000,245,251
37600217020,0,0
37600217050,108,108
37600217070,,
37600217250,278,276
37600217260,143,153
37600217280,21,21
37600217290,374,374
37600217300,455,470
37600217330,1196,1202
37600217340,1048,1070
37600217400,937,939
37600217411,89,89
37600217440,544,564
37600217445,107,107
37600217450,103,103
37600217490,102,102
37600217480,338,350
37600217500,456,461
37600217530,213,214
37600217538,,
37600217541,78,78
37600217561,577,579
37600217570,553,560
37600217580,,
37600217600,289,289
37600217620,,
37600217640,866,866
37600217650,2360,2360
37600217660,,
37600217680,5,10
37600217700,655,677
37600217722,,
37600217730,229,299
37600217740,233,236
37600217770,184,186
37600217790,751,777
37600217810,168,175
37600217850,103,103
37600217881,232,232
37600217930,43,43
37600217973,,
37600217991,205,205
37600218000,401,414
37600218021,399,399
37600218035,119,119
37600218040,,
37600218070,1338,1338
37600218090,742,749
37600218100,161,162
37600218110,,
37600218130,301,305
37600218150,1405,1415
37600218210,1295,1303
37600218220,216,220
37600218230,32,32
37600218260,378,387
37600218270,1010,1010
37600218280,466,467
37600218307,117,121
37600218350,188,189
37600218360,345,362
37600218370,384,384
37600218390,450,455
3760021841,1719,1729
37600218501,54,54
37600218600,167,167
37600218700,30,39
37600219150,,
37600219160,313,313
37600219171,642,642
37600219200,,
37600219220,345,349
37600219230,639,649
37600219240,148,148
37600219250,442,471
37600219270,268,268
37600219290,173,173
37600219300,264,264
37600219310,150,152
37600219330,1654,1654
37600219501,205,208
37600219800,,
37600219860,,
37600221500,46,46
37600221550,545,545
37600222700,,
37600223250,,
37600223260,,
37600223450,244,244
37600223500,371,371
37600225002,,
37600225200,802,802
37600225352,514,514
37600225750,659,661
37600226051,566,567
37600226251,1117,1118
37600226500,,
37600227000,1039,1058
37600227100,212,221
37600227501,1542,1570
37600228001,269,274
37600228101,303,306
37600228503,397,401
37600229001,1,1
37600232200,668,675
37600232220,88,88
37600232500,,
37600232520,726,726
37600233100,395,408
37600233180,87,87
37600235602,400,404
37600236050,942,955
37600236100,96,98
37600236251,816,816
37600236504,725,725
37600239000,616,624
37600239400,153,161
37600239500,716,726
37600239520,5,5
37600241510,6,7
37600241502,116,118
37600244600,201,202
37600245506,312,319
37600249002,553,553
