37600500014,97,100
37600500250,,
37600500502,2237,2241
37600501100,,
37600501150,3073,3095
37600501202,1627,1654
37600501300,,
37600501600,,
37600502001,2912,2912
37600502500,194,194
37600502250,,
37600503000,,
37600503500,,
37600504004,1585,1595
37600504255,1237,1237
37600504509,,
37600505250,,
37600505300,,
37600505500,260,260
37600505600,972,972
37600505700,,
37600505750,,
37600505800,620,623
37600506009,867,870
37600506511,6,6
37600507502,,
37600507600,,
37600507701,,
37600507801,1633,1633
37600508002,,
37600508501,,
37600510505,,
37600510600,,
37600510620,226,236
37600510650,250,262
37600510700,,
37600510750,,
37600512001,330,332
37600512501,,
37600512520,512,512
37600513006,612,612
37600513502,148,148
37600514003,,
37600514004,217,218
37600514250,3063,3077
37600514509,,
37600515050,1416,1416
37600515201,,
37600516401,281,285
37600516502,2337,2342
37600516510,,
37600516570,,
37600516700,,
37600517003,,
37600517501,129,129
37600517600,,
37600517650,,
37600517651,,
37600517700,757,814
37600518000,0,508
37600518500,397,405
37600519010,1686,1731
37600520000,,
37600520500,,
37600521008,,
37600521502,1188,1197
37600521510,65,65
37600522502,,
37600523000,3240,3240
37600524003,,
37600524300,58,61
37600524600,,
37600525000,73,74
37600525251,,
37600525302,1010,1011
37600525600,,
37600525800,1918,1934
37600526301,1102,1141
37600527005,374,374
37600527504,207,207
37600528505,89,91
37600528520,,
37600528530,305,318
37600529002,500,501
37600530000,,
37600530100,,
37600530500,,
37600531007,172,176
37600531600,,
37600532000,363,368
37600532010,,
37600533011,253,257
37600533504,,
37600533756,,
37600534250,679,681
37600534751,1137,1137
37600535006,2321,2337
37600536000,133,133
37600537001,,
37600538005,784,789
37600538105,,
37600538251,315,315
37600538504,,
37600538600,568,279
37600539000,,
37600539121,510,510
37600539130,115,117
37600539140,125,126
37600539145,1645,1649
37600539203,902,903
37600539254,,
37600539300,26,30
37600539340,1438,1461
37600539345,,
37600539350,498,505
37600539360,334,340
37600539370,633,634
37600539380,260,261
37600539450,,
37600539508,,
37600539602,1372,1390
37600539800,,
37600540007,221,225
37600540770,,
37600540791,,
37600540810,,
37600540850,45,45
37600540900,,
37600541100,1586,1607
37600541500,,
37600541756,223,230
37600542008,574,583
37600542500,,
37600542580,584,584
37600543001,0,0
37600543101,1202,1214
37600543251,,
37600543252,,
37600543300,,
37600543420,,
37600544252,,
37600545001,,
37600545500,1007,1007
37600545550,,
37600546500,,
37600546600,,
37600547000,1325,1325
37600547500,976,998
37600547750,,
37600547760,,
37600548001,,
37600548501,447,447
37600548550,,
37600548600,,
37600548751,,
37600549000,,
37600549500,,
