37600800010,244,255
37600800015,389,396
37600800040,968,986
37600800050,191,195
37600800060,1350,1355
37600800250,391,391
37600800300,137,137
37600800500,19,19
37600801002,905,914
37600801450,456,456
37600802160,316,316
37600802250,338,342
37600802302,642,642
37600802750,1644,1647
37600803010,77,77
37600803200,1899,1899
37600803300,347,347
37600803410,24,24
37600803450,174,185
37600803460,626,633
37600803470,495,496
37600803490,102,109
37600803500,4082,4094
37600803550,55,55
37600803650,16,18
37600804170,186,186
37600804180,560,569
37600804200,539,539
37600804240,0,2
37600804250,1321,1324
37600804402,71,71
37600805006,1053,1070
37600805500,870,882
37600805640,169,188
37600805650,100,114
37600805700,568,576
37600806250,328,335
37600806301,2650,2654
37600806550,120,122
37600806560,257,264
37600806621,2371,2380
37600807300,8,8
37600807311,1336,1343
37600807373,1016,
37600807381,514,514
37600807501,2456,2456
37600807510,460,462
37600809110,583,592
37600809200,1075,1084
37600809310,69,71
37600809331,1061,1066
37600809550,1814,1814
37600809600,399,406
37600809650,608,615
37600809750,1171,1171
37600809800,1200,1200
37600810006,239,244
37600810130,893,904
37600810250,122,126
37600811002,827,827
37600811060,990,990
37600811100,348,353
37600811120,608,628
37600811200,2655,2680
37600811240,237,237
37600811300,2882,2904
37600811500,165,165
37600811800,90,90
37600812540,565,587
37600812750,532,564
37600813007,271,271
37600813350,157,172
37600813490,749,763
37600813500,2428,2447
37600813551,1024,1034
37600813620,1465,1473
37600813635,134,134
37600813660,753,753
37600813700,2950,2959
37600813710,54,60
37600813721,1369,1369
37600813750,879,879
37600814100,789,789
37600814150,2137,2143
37600814253,906,906
37600814260,501,501
37600814300,441,441
37600814408,0,15
37600814503,717,723
37600814801,1203,1203
37600814950,807,813
37600814960,965,970
37600814970,0,0
37600814991,257,266
37600815000,20,0
37600815001,719,719
37600815110,219,219
37600815140,1736,1736
37600815160,630,649
37600815170,413,431
37600815180,224,229
37600815200,800,823
37600815250,1358,1358
37600815284,1235,1235
37600815292,260,260
37600815300,3479,3479
37600815310,255,278
37600815320,0,77
37600815350,793,815
37600815360,314,334
37600815400,1198,1198
37600815460,1104,1104
37600815470,330,343
37600815510,1036,1042
37600815632,2243,2243
37600815640,648,648
37600815650,2823,2859
37600815660,102,105
37600815670,598,621
37600815680,1756,1769
37600815690,141,143
37600815695,248,249
37600815701,737,779
37600815730,671,699
37600815750,5404,5405
37600815760,663,666
37600815765,215,220
37600815780,283,286
37600815790,327,327
37600815810,80,80
37600815820,281,288
37600815830,0,0
37600815850,829,829
37600815880,1303,1305
37600815890,1543,1564
37600815900,486,498
37600815910,484,501
37600815930,130,148
37600815960,232,236
37600816000,104,131
37600816010,110,115
37600816020,130,134
37600816030,402,408
37600816080,573,591
37600816130,9124,9166
37600816140,748,779
37600816150,589,611
37600816160,67,72
37600816201,1065,1065
37600816305,135,135
37600816500,252,256
37600817500,1377,1384
37600818100,294,296
37600818120,188,189
37600818250,403,412
37600818501,861,861
37600818901,0,0
37600819250,142,145
37600819301,7983,7983
37600819500,65,70
37600819600,993,1004
37600820001,288,295
37600820050,0,0
37600820221,443,451
37600820230,434,434
37600820240,566,573
37600820250,303,303
37600820501,149,153
37600820550,545,550
37600820580,308,311
37600820615,384,394
37600820650,733,738
37600820660,43,46
37600820670,170,177
37600820680,259,263
37600820690,771,786
37600820701,12,12
37600821600,1039,1048
37600821901,1131,1137
37600821910,927,943
37600821930,534,536
37600821980,1726,1729
37600822001,1169,1169
37600822150,2197,2197
37600822200,437,438
37600822300,2777,2779
37600822400,244,251
37600822480,234,234
37600823301,193,199
37600823330,817,824
37600823335,327,327
37600823340,1016,1016
37600823500,1179,1186
37600823950,330,334
37600824000,496,504
37600824100,392,405
37600824600,146,151
37600824630,585,585
37600824650,431,461
37600824700,12,12
37600825270,1204,1204
37600825280,642,642
37600825340,979,982
37600825350,265,273
37600825401,928,936
37600825430,163,171
37600825710,1190,1194
37600825735,199,199
37600825740,1344,1352
37600825751,613,613
37600825762,224,229
37600825770,711,711
37600825790,2745,2745
37600825800,277,277
37600825830,367,371
37600825900,3422,3462
37600825920,898,898
37600826000,250,252
37600826250,730,739
37600826260,889,891
37600826500,858,873
37600827100,55,55
37600827501,2208,2208
37600828000,560,569
37600828150,729,734
37600828160,228,236
37600829000,1186,1188
37600829250,308,311
37600829350,7274,7274
37600829360,1386,1390
37600829600,1572,1580
37600829651,1613,1622
37600829660,381,390
37600829670,695,700
37600829685,194,197
37600829750,473,481
37600829761,1050,1050
37600829810,107,107
37600830002,213,222
37600830400,69,73
37600830420,85,85
37600831000,1029,1052
37600831100,482,488
37600831110,133,136
37600831120,810,815
37600831130,500,500
37600831500,7,7
37600831760,864,866
37600832000,1749,1755
37600832080,639,646
37600832200,763,764
37600832300,196,200
37600832320,251,263
37600832330,1384,1389
37600832370,197,208
37600832380,147,147
37600832430,2106,2125
37600832750,988,1017
37600832900,2202,2251
37600832955,449,461
37600833050,281,296
37600833500,7445,7514
37600835040,192,196
37600835050,1472,1472
37600835060,1267,1269
37600835070,1808,1817
37600835090,1682,1688
37600835100,401,401
37600835120,199,199
37600836011,1041,1058
37600836810,654,779
37600836853,950,950
37600836866,560,560
37600836885,621,621
37600836892,664,664
37600837008,103,107
37600837016,416,416
37600837030,456,456
37600837072,40,40
37600838007,673,677
37600838042,1746,1746
37600839506,437,437
37600839700,1702,1702
37600840005,9420,9420
37600841000,1096,1096
37600841312,134,135
37600841325,742,742
